id,score_date,segment_smb,segment_non_smb,segment_commercial,segment_enterprise,segment_midmarket,region_emea,region_apac,region_latam,region_amer,customer_age_quarters,sales_assisted,legacy_flag,product_counts,billing_dunning_not_ok,crm_industry_current,crm_employee_range,crm_success_owner_change,csat_score,csat_response_rate,nps_score,nps_score_all_time,avg_nps_rating,avg_nps_rating_all_time,outreach_call_90dayflag,num_low_sev_outages,num_high_sev_outages,has_high_sev_outage,months_since_high_sev_outage,num_tickets_deflected,max_tickets_per_agent,current_arr,future_arr,arr_change,fx_impact,seat_change_arr,product_change_arr,discount_arr_usd,team_plus,pro_plus,ent_plus,discount_arr_usd_percentage,product_counts_percentage,total_pool_max_agents,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_2335690,03-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Technology,Oct-49,0,0,0,,100.0,,10.0,0,7,0,0,4.0,0,1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_9052224,17-02-2023,0,1,0,0,0,0,0,0,1,17,1,0,6,0,Technology,Oct-49,0,100,50,-100.0,-100.0,1.0,1.0,1,11,0,0,5.0,0,5,224568.0,,-224568.0,0.0,0.0,-224568.0,0.0,1,1,1,100,100,0,105.0,0.049019608,102.0,105.0,0,1,0.971428571,0.971428571,0,0
JMAN_12250851,03-02-2023,0,1,0,0,0,1,0,0,0,4,0,0,1,1,Financial Services,01-Sep,0,0,0,100.0,100.0,10.0,10.0,0,0,0,0,,0,137,493.56,251.52,-246.84,4.8,-246.78,0.0,0.0,1,0,0,100,100,0,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9206753,17-02-2023,1,0,0,0,0,1,0,0,0,15,1,0,1,0,Financial Services,50 - 99,0,100,36,,,,,0,0,0,0,20.0,0,48,45002.04,45873.72,0.0,871.68,0.0,0.0,0.0,1,1,0,100,100,0,50.0,0.040816327,49.0,50.0,0,1,0.98,0.98,0,0
JMAN_9001350,17-03-2023,1,0,0,0,0,0,0,1,0,17,1,0,4,1,Financial Services,50 - 99,0,0,0,,0.0,,8.0,1,10,0,0,12.0,0,805,66588.0,,-66588.0,0.0,0.0,-55428.0,0.0,1,1,1,100,100,0,31.0,0.416666667,12.0,31.0,0,1,0.387096774,0.387096774,0,0
JMAN_18411228,31-03-2023,1,0,0,0,0,1,0,0,0,17,0,0,1,0,Consumer Services,50 - 99,0,0,0,,,,,0,0,0,0,,0,0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2450463,10-03-2023,0,1,0,0,0,0,0,0,1,17,1,0,1,0,Corporate Services,Oct-49,0,0,0,,,,,0,10,0,0,12.0,0,37,7128.0,8280.0,1152.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,6.0,0.166666667,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2468132,06-01-2023,0,1,0,0,0,0,0,0,1,16,0,0,3,0,Corporate Services,Oct-49,0,0,0,0.0,0.0,8.0,8.0,0,7,0,0,4.0,0,1,3000.0,600.0,-2400.0,0.0,-2400.0,0.0,0.0,1,0,0,100,100,0,10.0,0.333333333,9.0,10.0,1,0,0.6,0.9,0,1
JMAN_9275311,03-02-2023,1,0,0,0,0,0,0,0,1,17,0,0,5,0,Technology,01-Sep,0,0,0,,,,,0,10,0,0,11.0,0,0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_9275311,20-01-2023,1,0,0,0,0,0,0,0,1,17,0,0,5,0,Technology,01-Sep,0,0,0,,,,,1,8,0,0,10.0,0,0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_2463960,24-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Technology,01-Sep,0,0,0,,,,,0,10,0,0,1.0,0,0,217.92,228.36,0.0,10.44,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9662440,10-03-2023,0,1,0,0,1,0,0,0,1,11,1,0,1,0,Corporate Services,1000 - 4999,0,0,0,,,,,1,10,0,0,12.0,0,8,32373.0,32373.0,0.0,0.0,0.0,0.0,-27.0,1,1,1,100,100,0,18.0,0.0,15.0,18.0,0,0,0.722222222,0.833333333,0,1
JMAN_18411660,24-03-2023,0,1,0,0,0,0,0,1,0,17,0,0,1,0,,Oct-49,0,0,0,,,,,0,0,0,0,,0,0,456.0,0.0,-456.0,0.0,0.0,-456.0,0.0,1,0,0,100,100,0,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2351429,17-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,4,0,,01-Sep,0,0,0,,,,,0,8,0,0,4.0,0,0,63.72,65.28,0.0,1.56,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18315630,03-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,348.0,348.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2480951,10-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Consumer Services,01-Sep,0,0,0,,,,,0,10,1,1,0.0,0,14,591.0,617.16,0.0,26.16,0.0,0.0,0.0,1,0,0,100,100,0,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_10715453,03-02-2023,0,1,0,0,0,0,0,0,1,7,0,0,1,0,Healthcare,01-Sep,0,100,100,,,,,0,0,0,0,16.0,0,0,708.0,708.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9160150,03-02-2023,0,1,0,0,0,1,0,0,0,16,0,0,6,0,Corporate Services,01-Sep,0,0,0,,,,,0,0,0,0,20.0,0,0,1224.0,,-1224.0,0.0,0.0,-1224.0,0.0,1,1,0,100,100,0,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_2476133,03-02-2023,0,1,0,0,0,0,0,0,1,17,1,0,1,0,Healthcare,Oct-49,0,0,0,,,,,0,10,0,0,11.0,0,11,2352.0,2940.0,588.0,0.0,588.0,0.0,0.0,1,1,0,100,100,0,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2479836,17-03-2023,1,0,0,0,0,0,1,0,0,17,0,0,3,0,Financial Services,100 - 249,0,88,67,,,,,0,10,0,0,12.0,0,0,2136.0,2136.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_1009797,31-03-2023,0,1,0,1,0,0,0,0,1,27,1,0,4,0,Energy & Utilities,5000+,0,0,0,,,,,0,11,0,0,6.0,0,0,12744.0,12744.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,18.0,0.0,18.0,18.0,0,1,1.0,1.0,0,0
JMAN_2469850,31-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,3,0,Technology,Oct-49,0,0,0,,0.0,,8.0,0,7,0,0,12.0,0,1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2479556,13-01-2023,0,1,0,0,0,1,0,0,0,12,0,0,6,0,Technology,Oct-49,0,0,0,,,,,0,9,0,0,10.0,0,4,456.0,456.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9028996,13-01-2023,0,1,0,0,0,0,0,1,0,17,0,0,4,0,Technology,Oct-49,0,100,16,0.0,0.0,7.0,7.0,0,6,0,0,4.0,0,77,22776.0,13611.0,-9165.0,0.0,0.0,-7332.0,0.0,1,1,0,100,100,0,13.0,0.25,12.0,13.0,0,1,0.923076923,0.923076923,0,0
JMAN_9022517,24-02-2023,0,1,0,0,0,0,0,1,0,17,0,0,3,0,Financial Services,01-Sep,0,0,0,,,,,0,12,0,0,11.0,0,16,5232.0,7152.0,1920.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,4.0,0.5,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2478212,24-03-2023,0,1,0,0,0,0,1,0,0,17,0,0,5,0,Technology,01-Sep,0,0,0,,,,,0,8,0,0,12.0,0,56,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2474547,17-02-2023,0,1,0,0,0,0,0,0,1,17,0,0,4,0,Technology,01-Sep,0,0,0,,,,,0,11,0,0,5.0,0,181,300.0,900.0,600.0,0.0,600.0,0.0,0.0,1,0,0,100,100,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9003728,24-02-2023,1,0,0,0,0,0,0,0,1,17,0,0,3,0,Manufacturing & Resources,100 - 249,0,0,0,,,,,0,12,0,0,5.0,0,0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9023151,31-03-2023,0,1,1,0,0,0,0,0,1,17,0,0,4,0,Technology,500 - 999,0,0,0,,,,,0,11,0,0,6.0,0,101,10740.0,,-10740.0,0.0,0.0,-10740.0,0.0,1,1,1,100,100,0,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9310859,27-01-2023,0,1,0,0,0,0,0,0,1,14,1,0,1,0,Education,01-Sep,0,0,0,,,,,0,8,0,0,10.0,6,117,11220.0,4740.0,-6480.0,0.0,-6120.0,0.0,0.0,1,1,0,100,100,0,11.0,0.25,9.0,11.0,0,1,0.727272727,0.818181818,0,1
JMAN_2311004,10-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,3,0,,Oct-49,0,0,0,,,,,0,8,0,0,3.0,0,0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10467169,17-03-2023,1,0,0,0,0,1,0,0,0,14,1,0,1,0,"Retail, Wholesale & Distribution",100 - 249,0,100,33,,,,,0,14,0,0,1.0,0,0,2376.0,2760.0,384.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.0,1.0,2.0,0,0,1.0,0.5,1,0
JMAN_9163394,03-03-2023,1,0,0,0,0,0,0,0,1,16,1,0,3,0,Travel & Hospitality,50 - 99,0,100,17,,,,,1,10,0,0,6.0,0,170,3204.0,3204.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9021088,24-02-2023,0,1,1,0,0,0,1,0,0,17,1,0,1,0,"Retail, Wholesale & Distribution",500 - 999,0,0,0,,,,,0,8,0,0,11.0,2,389,3564.0,3564.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2475019,06-01-2023,0,1,0,0,0,0,0,0,1,16,1,0,1,0,Travel & Hospitality,Oct-49,0,0,0,,,,,0,7,0,0,4.0,0,27,8532.0,8532.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,30,0,9.0,0.125,8.0,9.0,0,1,0.888888889,0.888888889,0,0
JMAN_2453581,10-02-2023,0,1,0,0,0,0,0,0,1,17,0,0,3,0,"Retail, Wholesale & Distribution",Oct-49,0,0,0,,,,,0,11,0,0,5.0,0,56,696.0,696.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9028146,10-02-2023,0,1,0,0,0,0,0,0,1,17,1,0,1,0,"Retail, Wholesale & Distribution",Oct-49,0,0,0,,,,,0,0,0,0,20.0,65,201,12324.0,12324.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,13.0,0.153846154,13.0,13.0,0,1,1.0,1.0,0,0
JMAN_9208195,27-01-2023,1,0,0,0,0,0,0,0,1,15,1,0,1,0,"Retail, Wholesale & Distribution",Oct-49,0,0,0,,,,,1,7,1,1,1.0,0,170,64800.0,90000.0,25200.0,0.0,25200.0,0.0,0.0,1,1,1,100,100,0,36.0,0.111111111,33.0,36.0,0,1,1.0,0.916666667,1,0
JMAN_16373812,06-01-2023,0,1,0,0,0,0,1,0,0,16,0,0,1,0,"Retail, Wholesale & Distribution",Oct-49,0,0,0,,,,,0,0,0,0,,0,0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2476115,31-03-2023,0,1,0,0,0,1,0,0,0,17,1,0,1,0,Corporate Services,01-Sep,0,0,0,0.0,0.0,8.0,8.0,0,0,0,0,21.0,0,171,8715.6,9134.28,0.0,418.68,0.0,0.0,0.0,1,1,1,100,100,0,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9210682,24-03-2023,0,1,0,0,0,1,0,0,0,15,0,0,5,0,Media & Entertainment,01-Sep,0,0,0,,,,,0,8,0,0,4.0,0,0,216.0,264.0,48.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9023149,03-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,6,0,Consumer Services,Oct-49,0,0,0,,,,,0,10,0,0,6.0,0,0,936.0,1116.0,180.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2465336,03-03-2023,0,1,0,0,1,1,0,0,0,17,0,0,6,0,Financial Services,1000 - 4999,0,0,0,,,,,0,0,0,0,21.0,0,0,1235.76,1284.12,0.0,48.36,0.0,0.0,0.0,1,1,1,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2465336,17-02-2023,0,1,0,0,1,1,0,0,0,17,0,0,6,0,Financial Services,1000 - 4999,0,0,0,,,,,0,0,0,0,20.0,0,0,1259.76,1284.12,0.0,24.36,0.0,0.0,0.0,1,1,1,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2475298,24-03-2023,0,1,0,0,0,1,0,0,0,17,1,0,2,1,Technology,Oct-49,0,100,21,,,,,0,0,0,0,21.0,0,602,43722.0,43722.0,0.0,0.0,0.0,0.0,-4878.0,1,1,1,-487700,100,0,27.0,0.523809524,22.0,27.0,0,1,0.777777778,0.814814815,0,1
JMAN_13302332,31-03-2023,0,1,1,0,0,1,0,0,0,3,1,0,1,0,Media & Entertainment,250 - 499,0,100,33,,,,,0,0,0,0,,0,46,10466.28,22509.84,11151.36,892.2,775.4302041,0.0,-616.56,1,1,0,100,100,0,11.0,0.0,11.0,11.0,0,1,0.909090909,1.0,0,1
JMAN_9003725,27-01-2023,0,1,1,0,0,0,0,0,1,16,0,0,5,0,Manufacturing & Resources,250 - 499,0,0,0,,,,,0,8,0,0,10.0,0,29,1140.0,1368.0,228.0,0.0,228.0,0.0,0.0,1,0,0,100,100,0,5.0,0.5,4.0,5.0,1,0,0.8,0.8,0,0
JMAN_10069485,03-03-2023,1,0,0,0,0,0,0,0,1,15,1,0,3,0,Manufacturing & Resources,50 - 99,0,0,0,,,,,0,11,0,0,2.0,0,47,3528.0,3528.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9028556,24-02-2023,0,1,0,0,0,0,0,0,1,17,0,0,5,0,Travel & Hospitality,01-Sep,0,0,0,,,,,0,12,0,0,11.0,0,0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11633303,20-01-2023,0,1,0,0,1,1,0,0,0,45,1,0,1,0,Technology,1000 - 4999,0,100,20,,,,,0,0,0,0,,18,7,15168.0,15168.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,16.0,0.0,11.0,16.0,0,1,0.6875,0.6875,0,0
JMAN_12608707,10-02-2023,1,0,0,0,0,1,0,0,0,17,1,0,2,0,Healthcare,100 - 249,0,0,0,,,,,0,0,0,0,,0,0,2436.0,,-2436.0,0.0,0.0,-378.0,0.0,1,1,0,100,100,0,5.0,0.0,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_10909526,10-02-2023,1,0,0,0,0,0,0,1,0,7,0,0,1,0,Transportation,50 - 99,0,0,0,,,,,0,0,0,0,16.0,0,0,588.0,588.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10080251,03-03-2023,1,0,0,0,0,0,0,0,1,10,1,0,3,0,Education,100 - 249,0,0,0,,,,,0,11,0,0,2.0,0,81,6144.0,6144.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,8.0,0.4,5.0,8.0,0,0,0.625,0.625,0,0
JMAN_9242624,31-03-2023,0,1,1,0,0,1,0,0,0,15,1,0,4,0,Corporate Services,250 - 499,0,0,0,,,,,0,0,0,0,15.0,0,240,26166.84,,-27175.92,1009.08,0.0,-27175.92,0.0,1,1,1,100,100,0,13.0,0.1,10.0,13.0,0,1,0.769230769,0.769230769,0,0
JMAN_18411239,20-01-2023,1,0,0,0,0,1,0,0,0,17,0,0,1,0,Corporate Services,Oct-49,0,0,0,,,,,0,0,0,0,,0,0,1260.0,1260.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_9275311,24-03-2023,1,0,0,0,0,0,0,0,1,17,0,0,5,0,Technology,01-Sep,0,0,0,,,,,0,10,0,0,12.0,0,0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_2471256,03-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,6,0,Technology,01-Sep,0,0,0,,,,,0,10,0,0,6.0,0,17,816.0,816.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,1.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9157238,31-03-2023,1,0,0,0,0,0,0,0,1,16,0,0,3,0,Manufacturing & Resources,100 - 249,0,0,0,,,,,0,11,0,0,6.0,1,36,2832.0,6624.0,3792.0,0.0,3312.0,0.0,0.0,1,1,0,100,100,0,4.0,0.0,3.0,4.0,0,1,0.75,0.75,0,0
JMAN_2471987,24-03-2023,0,1,0,0,0,0,1,0,0,17,0,0,2,0,Telecommunications,01-Sep,0,0,0,100.0,100.0,10.0,10.0,0,2,0,0,3.0,0,20,900.0,900.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2474696,20-01-2023,0,1,0,0,0,0,1,0,0,17,0,0,3,0,Telecommunications,01-Sep,0,0,0,,,,,0,6,0,0,10.0,0,0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2441174,03-02-2023,0,1,0,0,0,0,0,1,0,17,0,0,3,0,,Oct-49,0,0,0,,,,,0,10,0,0,5.0,0,0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_476335,03-03-2023,1,0,0,0,0,1,0,0,0,17,0,0,5,0,"Retail, Wholesale & Distribution",100 - 249,0,0,0,,,,,1,18,1,1,1.0,0,275,1128.0,1128.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,0.5,2.0,1.0,0,1,1.0,1.0,0,0
JMAN_18391384,31-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18409944,10-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9525135,13-01-2023,0,1,0,1,0,0,0,1,0,10,1,0,4,0,"Retail, Wholesale & Distribution",1000 - 4999,0,0,0,,,,,0,6,1,1,1.0,172,78,9072.0,9600.0,528.0,0.0,0.12,360.0,-948.0,1,1,1,100,100,0,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9028715,06-01-2023,0,1,0,0,0,0,0,0,1,16,0,0,3,0,Manufacturing & Resources,Oct-49,0,0,0,,,,,0,7,0,0,4.0,0,12,720.0,720.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,12.0,0.0,11.0,12.0,0,1,1.0,0.916666667,1,0
JMAN_9004072,10-03-2023,1,0,0,0,0,0,0,0,1,17,1,0,2,0,Manufacturing & Resources,Oct-49,0,100,36,,100.0,,9.0,0,8,0,0,6.0,340,107,133632.0,63000.0,-70632.0,0.0,-52200.0,-18432.0,0.0,1,1,1,100,100,0,64.0,0.177777778,45.0,64.0,0,1,0.703125,0.703125,0,0
JMAN_12672269,27-01-2023,0,1,1,0,0,1,0,0,0,17,1,0,2,0,Technology,250 - 499,0,100,13,,,,,0,0,0,0,,0,41,472039.68,492759.36,0.0,40800.96,0.0,0.0,0.0,1,1,1,100,100,0,100.0,0.109375,61.0,100.0,0,1,0.64,0.61,1,0
JMAN_9086153,13-01-2023,0,1,1,0,0,0,1,0,0,14,1,0,5,0,"Retail, Wholesale & Distribution",500 - 999,0,50,25,,,,,0,5,0,0,10.0,0,77,21480.0,,-21480.0,0.0,0.12,-21480.0,0.0,1,1,1,100,100,0,10.0,0.2,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9420806,10-02-2023,0,1,0,0,0,0,0,0,1,14,0,0,3,0,Healthcare,01-Sep,0,0,0,,100.0,,10.0,0,0,0,0,13.0,3,147,7128.0,7128.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,6.0,0.666666667,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_9081717,24-03-2023,0,1,0,0,0,1,0,0,0,16,0,0,7,0,"Retail, Wholesale & Distribution",Oct-49,0,0,100,,,,,0,0,0,0,15.0,0,1639,2112.0,2616.0,504.0,0.0,0.0,0.0,0.0,1,1,1,100,100,0,1.0,0.5,2.0,1.0,1,0,1.0,1.0,0,0
JMAN_2476991,27-01-2023,0,1,0,0,0,1,0,0,0,17,0,0,4,0,Corporate Services,01-Sep,0,0,0,,,,,0,0,0,0,19.0,0,110,4704.0,5292.0,588.0,0.0,588.0,0.0,0.0,1,1,0,100,100,0,8.0,0.375,8.0,8.0,0,0,1.0,1.0,0,0
JMAN_16380016,24-02-2023,1,0,0,0,0,1,0,0,0,17,0,0,1,0,"Retail, Wholesale & Distribution",50 - 99,0,0,0,,,,,0,2,0,0,,0,0,1344.0,1344.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,8.0,0.0,,8.0,0,0,1.0,0.0,1,0
JMAN_2473957,10-02-2023,1,0,0,0,0,1,0,0,0,17,1,0,2,0,Transportation,Oct-49,0,0,0,,,,,0,0,0,0,20.0,0,91,5428.8,6831.36,1296.6,105.96,0.0,1296.6,0.0,1,0,0,100,100,0,22.0,0.095238095,21.0,22.0,0,1,0.954545455,0.954545455,0,0
JMAN_2453452,10-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,3,0,Transportation,Oct-49,0,0,100,,,,,0,10,0,0,12.0,0,0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9003225,17-03-2023,1,0,0,0,0,1,0,0,0,17,1,0,4,0,Technology,Oct-49,0,100,50,,,,,0,8,0,0,4.0,0,159,13656.84,27142.32,13144.44,341.04,0.0,0.0,0.0,1,1,0,100,100,0,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9003225,03-02-2023,1,0,0,0,0,1,0,0,0,17,1,0,4,0,Technology,Oct-49,0,100,50,,,,,0,8,0,0,3.0,0,57,13922.76,27537.48,13144.44,470.28,0.0,0.0,0.0,1,1,0,100,100,0,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2335690,31-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Technology,Oct-49,0,0,0,,100.0,,10.0,0,8,0,0,4.0,0,0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9327351,24-03-2023,1,0,0,0,0,0,0,0,1,15,1,0,3,0,Manufacturing & Resources,50 - 99,0,0,0,,,,,0,10,0,0,12.0,0,30,3528.0,3960.0,432.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_18149360,17-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,Manufacturing & Resources,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,696.0,696.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2481518,06-01-2023,0,1,0,0,0,0,0,0,1,16,0,0,6,0,Manufacturing & Resources,01-Sep,0,0,0,,,,,0,7,0,0,4.0,0,24,7920.0,7920.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,15.0,0.0,15.0,15.0,0,1,0.866666667,1.0,0,1
JMAN_9075221,13-01-2023,1,0,0,0,0,0,0,0,1,16,1,0,4,0,Corporate Services,100 - 249,0,100,25,,,,,0,9,0,0,10.0,0,82,98880.0,95040.0,-3840.0,0.0,0.0,-3840.0,0.0,1,1,0,100,100,0,80.0,0.064935065,79.0,80.0,0,1,0.9625,0.9875,0,1
JMAN_10080251,17-02-2023,1,0,0,0,0,0,0,0,1,10,1,0,3,0,Education,100 - 249,0,0,0,,,,,0,9,1,1,1.0,0,76,6144.0,6144.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,8.0,0.2,5.0,8.0,0,1,0.625,0.625,0,0
JMAN_9022776,10-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,4,0,"Retail, Wholesale & Distribution",01-Sep,0,0,0,100.0,100.0,10.0,10.0,0,0,0,0,15.0,0,229,1860.0,1905.12,0.0,45.12,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_18409527,17-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,"Retail, Wholesale & Distribution",01-Sep,0,0,0,,,,,0,0,0,0,,0,0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
