id,score_date,segment_smb,segment_non_smb,segment_commercial,segment_enterprise,segment_midmarket,region_emea,region_apac,region_latam,region_amer,customer_age_quarters,sales_assisted,legacy_flag,product_counts,billing_dunning_not_ok,crm_industry_current,crm_employee_range,crm_success_owner_change,csat_score,csat_response_rate,nps_score,nps_score_all_time,avg_nps_rating,avg_nps_rating_all_time,outreach_call_90dayflag,num_low_sev_outages,num_high_sev_outages,has_high_sev_outage,months_since_high_sev_outage,num_tickets_deflected,max_tickets_per_agent,current_arr,future_arr,arr_change,fx_impact,seat_change_arr,product_change_arr,discount_arr_usd,team_plus,pro_plus,ent_plus,discount_arr_usd_percentage,product_counts_percentage,total_pool_max_agents,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_2429072,10-02-2023,1,0,0,0,0,1,0,0,0,13,1,0,2,0,"Retail, Wholesale & Distribution",100 - 249,0,100,33,,,,,0,0,0,0,20.0,72,58,2976.0,2976.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9043466,13-01-2023,0,1,1,0,0,1,0,0,0,16,1,0,4,0,"Retail, Wholesale & Distribution",250 - 499,0,100,17,,,,,0,0,0,0,19.0,0,68,20724.72,21474.84,499.56,250.56,0.0,499.56,0.0,1,1,1,100,100,0,9.0,0.111111111,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2452556,24-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,,01-Sep,0,0,0,,,,,0,15,1,1,0.0,0,0,605.76,817.8,181.92,30.12,0.0,0.0,0.0,1,1,1,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2455113,03-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,3,0,,01-Sep,0,0,0,,,,,0,7,0,0,4.0,0,9,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_18127937,10-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,2100.0,420.0,-1680.0,0.0,-1680.0,0.0,0.0,1,1,0,100,100,0,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_2373631,03-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,4,0,Corporate Services,01-Sep,0,0,0,,,,,0,10,0,0,8.0,0,0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2447279,03-03-2023,1,0,0,0,0,0,0,0,1,17,0,0,2,0,"Retail, Wholesale & Distribution",50 - 99,0,0,0,,,,,0,10,0,0,6.0,0,0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9004478,20-01-2023,1,0,0,0,0,0,1,0,0,17,1,0,4,0,"Retail, Wholesale & Distribution",50 - 99,0,0,0,,,,,0,6,0,0,10.0,0,39,4182.0,4182.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,5.0,0.4,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2477864,24-03-2023,1,0,0,0,0,0,1,0,0,17,0,0,2,0,"Retail, Wholesale & Distribution",50 - 99,0,0,0,,,,,0,8,0,0,12.0,0,34,648.0,792.0,144.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,6.0,0.166666667,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2445629,20-01-2023,0,1,0,0,0,0,0,0,1,16,1,0,1,0,Technology,Oct-49,0,100,33,,,,,0,8,0,0,10.0,0,27,14952.0,14952.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,14.0,0.153846154,13.0,14.0,0,1,0.928571429,0.928571429,0,0
JMAN_9034877,17-03-2023,0,1,0,0,0,0,1,0,0,17,0,0,3,0,Technology,Oct-49,0,0,0,,,,,0,6,0,0,12.0,0,16,1788.0,1788.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100,100,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14450264,17-03-2023,0,1,0,0,0,0,0,0,1,6,1,0,1,0,Technology,Oct-49,0,100,25,,,,,0,0,0,0,,6,6,3792.0,4272.0,480.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,4.0,0.0,1.0,4.0,0,1,0.25,0.25,0,0
JMAN_18839586,10-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,Transportation,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_12250851,03-03-2023,0,1,0,0,0,1,0,0,0,4,0,0,1,0,Financial Services,01-Sep,0,0,0,100.0,100.0,10.0,10.0,0,0,0,0,,0,196,242.04,251.52,0.0,9.48,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9601250,13-01-2023,0,1,0,0,0,0,0,0,1,13,0,0,5,0,Manufacturing & Resources,01-Sep,0,0,0,,,,,0,6,1,1,1.0,0,0,1632.0,1632.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,4.0,0.0,3.0,4.0,0,0,0.75,0.75,0,0
JMAN_9016831,27-01-2023,1,0,0,0,0,0,1,0,0,16,1,0,3,0,Technology,100 - 249,0,0,0,,,,,0,6,0,0,10.0,0,1,4500.0,4500.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18411228,06-01-2023,1,0,0,0,0,1,0,0,0,16,0,0,1,0,Consumer Services,50 - 99,0,0,0,,,,,0,0,0,0,,0,0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_10361494,24-03-2023,0,1,0,0,0,1,0,0,0,9,0,0,1,1,"Retail, Wholesale & Distribution",01-Sep,0,0,0,,,,,0,10,0,0,1.0,0,0,228.0,,-228.0,0.0,0.0,-228.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18409952,13-01-2023,0,1,0,0,0,0,1,0,0,16,0,0,1,0,Corporate Services,Oct-49,0,0,0,,,,,1,0,0,0,,0,0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2468132,17-02-2023,0,1,0,0,0,0,0,0,1,17,0,0,3,0,Corporate Services,Oct-49,0,0,0,,0.0,,8.0,0,11,0,0,5.0,0,1,600.0,600.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,2.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_9005782,10-02-2023,0,1,0,0,0,1,0,0,0,13,0,0,5,0,Technology,01-Sep,0,0,0,,,,,0,8,0,0,3.0,0,0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9023427,03-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Technology,01-Sep,0,0,0,,,,,0,18,1,1,1.0,0,0,72.6,77.16,0.0,4.56,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9002816,27-01-2023,0,1,0,0,0,0,0,1,0,17,0,0,3,0,Technology,01-Sep,0,0,0,,,,,0,8,0,0,10.0,0,31,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18391384,10-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9773302,06-01-2023,0,1,0,0,0,1,0,0,0,11,0,0,5,0,,01-Sep,0,0,0,,,,,0,5,0,0,3.0,0,1,115.8,117.12,0.0,1.32,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_13717602,03-03-2023,0,1,0,0,0,0,0,0,1,3,1,0,2,0,Manufacturing & Resources,Oct-49,0,0,0,,,,,0,11,0,0,,0,13,1392.0,1392.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2468379,24-02-2023,0,1,0,0,0,0,0,0,1,17,0,0,3,0,Manufacturing & Resources,Oct-49,0,100,25,,,,,0,12,0,0,11.0,0,61,4704.0,4704.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,4.0,0.0,3.0,4.0,0,1,0.75,0.75,0,0
JMAN_2475116,03-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Manufacturing & Resources,Oct-49,0,0,0,,,,,0,11,0,0,12.0,0,0,852.0,828.0,-24.0,0.0,0.0,-144.0,0.0,1,1,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11710046,20-01-2023,0,1,0,0,0,0,0,0,1,4,0,0,1,0,Manufacturing & Resources,Oct-49,0,100,38,,100.0,,10.0,0,0,0,0,,5,36,2376.0,2376.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_11265556,24-03-2023,0,1,1,0,0,0,1,0,0,17,1,0,1,0,Technology,250 - 499,0,0,0,,100.0,,10.0,0,8,0,0,12.0,0,23,6468.0,6468.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,11.0,0.0,7.0,11.0,0,1,0.636363636,0.636363636,0,0
JMAN_9034116,10-02-2023,0,1,0,0,0,0,0,0,1,16,0,0,3,0,"Retail, Wholesale & Distribution",Oct-49,0,0,0,,,,,0,12,0,0,11.0,0,227,1452.0,1848.0,396.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9744797,03-03-2023,0,1,0,0,0,0,1,0,0,12,0,0,5,0,Corporate Services,01-Sep,0,0,0,,,,,0,4,0,0,3.0,0,1,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2472023,13-01-2023,0,1,0,0,0,0,1,0,0,17,0,0,3,0,Corporate Services,01-Sep,0,0,0,,,,,0,2,0,0,1.0,0,5,672.0,672.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2459144,24-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,3,0,Financial Services,Oct-49,0,0,0,,,,,1,0,0,0,20.0,0,44,4104.0,4560.0,456.0,0.0,456.0,0.0,0.0,1,0,0,100,100,0,18.0,0.058823529,16.0,18.0,0,1,0.944444444,0.888888889,1,0
JMAN_9810546,20-01-2023,0,1,0,1,0,0,0,0,1,26,1,0,1,0,Energy & Utilities,5000+,0,50,13,0.0,0.0,8.0,8.0,0,9,0,0,6.0,0,58,35807.64,23760.0,-12047.64,0.0,-19893.13333,0.0,-2148.96,1,1,0,100,100,0,45.0,0.095238095,42.0,45.0,0,1,0.933333333,0.933333333,0,0
JMAN_2461321,24-03-2023,0,1,0,0,0,1,0,0,0,13,0,0,1,0,Technology,Oct-49,0,0,0,,,,,0,8,0,0,12.0,0,545,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10303029,13-01-2023,0,1,1,0,0,0,0,0,1,8,1,0,1,0,Manufacturing & Resources,250 - 499,0,0,0,,,,,0,6,0,0,4.0,0,278,41400.0,41400.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100,100,0,23.0,0.304347826,23.0,23.0,1,0,1.0,1.0,0,0
JMAN_2457086,17-03-2023,1,0,0,0,0,0,0,0,1,17,0,0,3,0,Technology,50 - 99,0,0,0,,,,,0,11,0,0,6.0,0,5,2856.0,3672.0,816.0,0.0,816.0,0.0,0.0,1,1,0,100,100,0,7.0,0.0,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2478859,13-01-2023,1,0,0,0,0,0,0,0,1,17,0,0,3,0,Manufacturing & Resources,50 - 99,0,0,0,,,,,0,9,0,0,10.0,0,71,1368.0,1596.0,228.0,0.0,228.0,0.0,0.0,1,0,0,100,100,0,6.0,0.333333333,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_10078002,10-03-2023,0,1,1,0,0,0,0,0,1,10,1,0,1,0,Manufacturing & Resources,5000+,0,80,45,,,,,0,9,0,0,8.0,0,46,21384.0,22572.0,1188.0,0.0,1188.0,0.0,0.0,1,1,0,100,100,0,18.0,0.1875,16.0,18.0,0,1,0.888888889,0.888888889,0,0
JMAN_9839217,10-03-2023,0,1,0,0,0,1,0,0,0,11,1,0,3,0,Manufacturing & Resources,01-Sep,0,100,100,,,,,0,0,0,0,21.0,0,3,3072.0,3072.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9387901,13-01-2023,0,1,0,1,0,0,0,0,1,13,0,0,5,0,Manufacturing & Resources,500 - 999,0,0,0,,,,,0,6,1,1,1.0,0,0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2460501,10-03-2023,1,0,0,0,0,0,0,0,1,17,1,0,3,0,Technology,100 - 249,0,0,33,,,,,0,0,0,0,21.0,1,262,31392.0,40032.0,8640.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,24.0,0.458333333,24.0,24.0,0,1,1.0,1.0,0,0
JMAN_11272416,27-01-2023,1,0,0,0,0,0,0,0,1,5,1,0,1,0,Corporate Services,100 - 249,0,0,0,,100.0,,10.0,0,8,0,0,3.0,21,8,9600.0,9600.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,10.0,0.0,10.0,10.0,0,0,1.0,1.0,0,0
JMAN_9022859,03-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,3,0,"Retail, Wholesale & Distribution",01-Sep,0,0,0,,,,,0,10,0,0,6.0,0,65,228.0,228.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2439655,31-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,5,0,"Retail, Wholesale & Distribution",01-Sep,0,0,0,,,,,0,7,0,0,12.0,0,0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10190396,24-02-2023,0,1,1,0,0,0,1,0,0,7,1,0,1,0,Corporate Services,250 - 499,0,0,0,,,,,0,15,1,1,0.0,0,55,18960.0,,-18960.0,0.0,0.0,-18960.0,0.0,1,1,0,100,100,0,20.0,0.214285714,14.0,20.0,0,1,0.7,0.7,0,0
JMAN_9552552,20-01-2023,0,1,0,0,0,1,0,0,0,12,0,0,5,0,Corporate Services,Oct-49,0,0,0,,,,,0,0,0,0,13.0,0,0,2367.0,,-2389.8,22.8,0.0,-2389.8,0.0,1,1,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14142262,20-01-2023,0,1,0,0,0,1,0,0,0,2,1,0,1,0,Technology,01-Sep,0,100,14,,,,,0,0,0,0,,24,14,4313.52,4502.88,0.0,189.36,0.0,0.0,0.0,1,1,0,100,100,0,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9275311,06-01-2023,1,0,0,0,0,0,0,0,1,16,0,0,5,0,Technology,01-Sep,0,0,0,,,,,1,4,0,0,10.0,0,0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_9003648,20-01-2023,1,0,0,0,0,0,0,0,1,16,0,0,6,0,Manufacturing & Resources,100 - 249,0,0,0,,,,,0,7,0,0,4.0,9,4,2136.0,2136.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_476335,17-02-2023,1,0,0,0,0,1,0,0,0,17,0,0,5,0,"Retail, Wholesale & Distribution",100 - 249,0,0,0,,,,,1,11,1,1,0.0,0,168,1128.0,1128.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,1.0,0.5,2.0,1.0,0,1,1.0,1.0,0,0
JMAN_11126390,17-02-2023,0,1,1,0,0,0,0,1,0,6,1,0,3,0,"Retail, Wholesale & Distribution",250 - 499,0,0,0,,,,,0,9,1,1,1.0,0,295,6144.0,7008.0,864.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9043466,24-02-2023,0,1,1,0,0,1,0,0,0,17,1,0,4,0,"Retail, Wholesale & Distribution",250 - 499,0,100,14,,,,,0,0,0,0,20.0,0,104,20923.08,21844.68,499.56,422.04,0.0,499.56,0.0,1,1,1,100,100,0,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2328487,03-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,4,0,,01-Sep,0,0,0,,,,,0,7,0,0,4.0,0,2,318.48,330.96,0.0,12.48,0.0,0.0,0.0,0,0,0,100,100,0,5.0,0.0,5.0,5.0,0,1,0.8,1.0,0,1
JMAN_18354320,24-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9004984,27-01-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Government,01-Sep,0,0,0,,,,,0,8,0,0,3.0,0,1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10967092,03-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,1,0,Manufacturing & Resources,Oct-49,0,0,0,,,,,0,0,0,0,17.0,0,1,2124.0,2484.0,360.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9999715,24-02-2023,0,1,0,0,0,0,0,0,1,10,0,0,5,0,Manufacturing & Resources,Oct-49,0,0,0,,,,,1,0,0,0,16.0,0,252,10620.0,10620.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,15.0,0.0,14.0,15.0,0,1,0.866666667,0.933333333,0,1
JMAN_2458864,20-01-2023,0,1,0,0,0,1,0,0,0,17,0,0,3,0,Consumer Services,01-Sep,0,0,0,,,,,0,0,0,0,13.0,0,72,912.0,912.0,0.0,0.0,0.0,0.0,0.0,1,0,0,100,100,0,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_12791979,13-01-2023,0,1,0,0,0,0,0,0,1,4,0,0,1,0,"Retail, Wholesale & Distribution",Oct-49,0,0,0,,,,,1,0,0,0,,0,7,1764.0,588.0,-1176.0,0.0,-1176.0,0.0,0.0,1,0,0,100,100,0,3.0,0.0,2.0,3.0,0,1,0.666666667,0.666666667,0,0
JMAN_9008035,24-02-2023,0,1,0,0,0,1,0,0,0,14,1,0,2,0,Transportation,Oct-49,0,100,43,,,,,0,0,0,0,14.0,0,76,6169.44,,-6039.93,-129.51,-4071.573333,-1803.72,-583.56,1,1,0,100,100,0,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9008035,27-01-2023,0,1,0,0,0,1,0,0,0,14,1,0,2,0,Transportation,Oct-49,0,100,43,,,,,0,0,0,0,13.0,0,525,6110.88,,-6039.93,-70.95,-4071.573333,-1803.72,-583.56,1,1,0,100,100,0,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9203571,17-03-2023,0,1,1,0,0,0,0,1,0,15,1,0,4,0,Consumer Services,500 - 999,0,0,0,,,,,0,10,0,0,12.0,0,0,5364.0,,-5364.0,0.0,0.0,-5364.0,0.0,1,1,1,100,100,0,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_14450264,24-03-2023,0,1,0,0,0,0,0,0,1,6,1,0,1,0,Technology,Oct-49,0,100,25,,,,,0,0,0,0,,4,4,3792.0,4272.0,480.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,4.0,0.0,1.0,4.0,0,0,0.25,0.25,0,0
JMAN_9669396,03-02-2023,0,1,0,0,0,0,0,0,1,11,1,0,1,0,Technology,Oct-49,0,100,17,,,,,0,10,0,0,11.0,0,46,22500.0,26820.0,4320.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,15.0,0.230769231,13.0,15.0,0,1,0.866666667,0.866666667,0,0
JMAN_12472512,24-02-2023,0,1,0,0,0,0,0,0,1,3,1,0,1,0,Technology,Oct-49,0,0,0,,,,,0,0,0,0,,0,0,5940.0,5940.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,5.0,0.0,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_9003424,17-02-2023,1,0,0,0,0,1,0,0,0,17,1,0,1,0,Media & Entertainment,100 - 249,0,0,0,,,,,0,0,0,0,20.0,36,153,12412.2,12961.32,0.0,549.12,0.0,0.0,0.0,1,1,1,100,100,0,7.0,0.714285714,7.0,7.0,0,0,1.0,1.0,0,0
JMAN_9023808,13-01-2023,1,0,0,0,0,1,0,0,0,17,0,0,4,0,Manufacturing & Resources,50 - 99,0,0,0,,,,,0,5,0,0,2.0,0,238,660.0,720.0,60.0,0.0,60.0,0.0,0.0,0,0,0,100,100,0,11.0,0.363636364,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_9327351,10-02-2023,1,0,0,0,0,0,0,0,1,15,1,0,3,0,Manufacturing & Resources,50 - 99,0,0,0,,,,,0,12,0,0,11.0,0,50,3528.0,3960.0,432.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_18410807,20-01-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,Financial Services,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,2100.0,2100.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_2437417,17-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,7,0,Manufacturing & Resources,01-Sep,0,0,0,-100.0,-100.0,0.0,0.0,0,0,0,0,21.0,12,182,2472.0,2832.0,360.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9021938,24-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,4,0,Manufacturing & Resources,01-Sep,0,0,0,,,,,0,0,0,0,21.0,0,4,4296.0,5256.0,960.0,0.0,0.0,0.0,0.0,1,1,1,100,100,0,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2458020,17-03-2023,1,0,0,0,0,1,0,0,0,17,1,0,4,0,Financial Services,50 - 99,0,100,100,,,,,1,0,0,0,21.0,0,72,26495.64,35440.92,7641.12,1304.16,0.0,0.0,0.0,1,1,0,100,100,0,24.0,0.105263158,21.0,24.0,0,1,0.791666667,0.875,0,1
JMAN_13993883,06-01-2023,1,0,0,0,0,1,0,0,0,2,1,0,1,0,Corporate Services,100 - 249,0,0,0,100.0,100.0,10.0,10.0,0,0,0,0,,11,125,11466.12,19327.32,7680.24,180.96,2910.24,0.0,-3684.96,1,1,0,90,100,0,12.0,0.166666667,12.0,12.0,0,1,1.0,1.0,0,0
JMAN_9071046,13-01-2023,1,0,0,0,0,0,1,0,0,15,1,0,1,0,"Retail, Wholesale & Distribution",01-Sep,0,0,0,,,,,0,2,0,0,1.0,0,89,4086.6,4086.6,0.0,0.0,0.0,0.0,-617.4,1,0,0,100,100,0,8.0,0.428571429,7.0,8.0,0,1,0.875,0.875,0,0
JMAN_9026440,17-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Technology,01-Sep,0,100,100,,,,,0,0,0,0,14.0,0,0,1480.56,1509.24,0.0,28.68,0.0,0.0,0.0,1,1,0,100,100,0,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2463960,31-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,Technology,01-Sep,0,0,0,,,,,0,5,0,0,1.0,0,0,217.92,228.36,0.0,10.44,0.0,0.0,0.0,1,0,0,100,100,0,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10364413,17-03-2023,0,1,0,0,0,0,0,0,1,9,0,0,2,0,Technology,01-Sep,0,0,0,,,,,0,10,0,0,12.0,0,9,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100,100,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2449317,13-01-2023,1,0,0,0,0,0,1,0,0,16,0,0,4,0,Technology,01-Sep,0,0,0,,,,,0,2,0,0,1.0,0,0,720.0,720.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2473478,31-03-2023,1,0,0,0,0,1,0,0,0,17,0,0,5,0,Energy & Utilities,Oct-49,0,0,0,,,,,0,0,0,0,21.0,0,71,6369.72,6524.52,0.0,154.8,0.0,0.0,0.0,1,0,0,100,100,0,20.0,0.052631579,19.0,20.0,0,1,0.95,0.95,0,0
JMAN_2439200,03-03-2023,0,1,0,0,0,1,0,0,0,17,0,0,5,0,,01-Sep,0,0,0,,,,,0,18,1,1,1.0,0,0,63.72,66.24,0.0,2.52,0.0,0.0,0.0,0,0,0,100,100,0,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2452274,13-01-2023,0,1,0,0,0,1,0,0,0,16,0,0,5,0,,01-Sep,0,0,0,,,,,0,5,0,0,3.0,0,0,493.8,515.4,0.0,21.6,0.0,0.0,0.0,1,0,0,100,100,0,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_18391348,03-02-2023,0,1,0,0,0,1,0,0,0,17,0,0,1,0,Government,01-Sep,0,0,0,,,,,0,0,0,0,,0,0,840.0,840.0,0.0,0.0,0.0,0.0,0.0,1,1,0,100,100,0,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2476016,24-03-2023,0,1,0,0,0,0,0,0,1,17,0,0,5,0,Manufacturing & Resources,Oct-49,0,0,0,,,,,0,10,0,0,12.0,0,88,8916.0,108.0,-8808.0,0.0,-4956.0,-3252.0,0.0,1,1,0,100,100,0,8.0,0.25,8.0,8.0,0,1,1.0,1.0,0,0
